conversation_num,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,difficulty,score,duration,efficiency,speaker_nickname,message,timestamp,message_lower_with_punc,num_words,num_chars,num_messages,sentiment
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,ttyimq7ZXMXi6pYYn,we need to coordinate as a team,2021-03-26T19:21:52.398Z,we need to coordinate as a team,7,31,1,"{'positive': 0.05269243195652962, 'negative': 0.021108241751790047, 'neutral': 0.9261993765830994}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,ttyimq7ZXMXi6pYYn,because its chaotic if not haha,2021-03-26T19:21:57.381Z,because its chaotic if not haha,6,31,1,"{'positive': 0.03225419670343399, 'negative': 0.12620261311531067, 'neutral': 0.8415431380271912}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,xp7gFTM47dEaeuhqs,too many cooks in the kitchen,2021-03-26T19:22:00.697Z,too many cooks in the kitchen,6,29,1,"{'positive': 0.008094551973044872, 'negative': 0.7895047068595886, 'neutral': 0.20240072906017303}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,DK7HHLq5YwkaKGA8n,ok purple now only you move them to their ideal room,2021-03-26T19:22:08.654Z,ok purple now only you move them to their ideal room,11,52,1,"{'positive': 0.12335293740034103, 'negative': 0.0035294636618345976, 'neutral': 0.8731175661087036}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,ttyimq7ZXMXi6pYYn,ok i will,2021-03-26T19:22:15.763Z,ok i will,3,9,1,"{'positive': 0.43088778853416443, 'negative': 0.0050592198967933655, 'neutral': 0.564052939414978}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,DK7HHLq5YwkaKGA8n,everyone else hands off for a litle while ,2021-03-26T19:22:26.784Z,everyone else hands off for a litle while :-),8,42,1,"{'positive': 0.012881248258054256, 'negative': 0.02553919143974781, 'neutral': 0.9615796208381653}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,DK7HHLq5YwkaKGA8n,then before we move things lets discuss,2021-03-26T19:22:41.645Z,then before we move things let's discuss,7,39,1,"{'positive': 0.02137286774814129, 'negative': 0.008748726919293404, 'neutral': 0.9698783755302429}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,XuEZt85NQdKLzPAH2,starting from the bottom,2021-03-26T19:23:04.800Z,starting from the bottom,4,24,1,"{'positive': 0.07993193715810776, 'negative': 0.030426593497395515, 'neutral': 0.889641523361206}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,ttyimq7ZXMXi6pYYn,ok we are set,2021-03-26T19:23:10.369Z,ok we are set,4,13,1,"{'positive': 0.4103645086288452, 'negative': 0.005179509054869413, 'neutral': 0.5844559669494629}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,xp7gFTM47dEaeuhqs,satisfied,2021-03-26T19:23:12.840Z,satisfied,1,9,1,"{'positive': 0.7609984874725342, 'negative': 0.007759974338114262, 'neutral': 0.23124149441719055}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,ttyimq7ZXMXi6pYYn,all the rules are broken lol,2021-03-26T19:23:14.384Z,all the rules are broken lol,6,28,1,"{'positive': 0.004685537423938513, 'negative': 0.9340957999229431, 'neutral': 0.06121870502829552}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,DK7HHLq5YwkaKGA8n,lol,2021-03-26T19:23:18.464Z,lol,1,3,1,"{'positive': 0.34775155782699585, 'negative': 0.019847102463245392, 'neutral': 0.6324012875556946}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,XuEZt85NQdKLzPAH2,start at rule 1,2021-03-26T19:23:20.010Z,start at rule 1,4,15,1,"{'positive': 0.027856718748807907, 'negative': 0.014854000881314278, 'neutral': 0.9572892785072327}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,yr9rWwYMescvdCpfk,haha,2021-03-26T19:23:20.387Z,haha,1,4,1,"{'positive': 0.505998969078064, 'negative': 0.015006572008132935, 'neutral': 0.4789944291114807}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,TLEBCgSbRoHfE4tGx,ha,2021-03-26T19:23:24.979Z,ha,1,2,1,"{'positive': 0.19786874949932098, 'negative': 0.036227185279130936, 'neutral': 0.7659040689468384}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,DK7HHLq5YwkaKGA8n,ok lets start with ht rules from the top,2021-03-26T19:23:28.402Z,ok let's start with ht rules from the top,9,40,1,"{'positive': 0.04869000241160393, 'negative': 0.0046883090399205685, 'neutral': 0.9466216564178467}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,XuEZt85NQdKLzPAH2,what is the best match of a  b,2021-03-26T19:23:32.410Z,what is the best match of a & b,8,30,1,"{'positive': 0.07304561883211136, 'negative': 0.0053731901571154594, 'neutral': 0.9215812087059021}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,ttyimq7ZXMXi6pYYn,so a and b have to be neighbors,2021-03-26T19:23:35.048Z,so a and b have to be neighbors,8,31,1,"{'positive': 0.011130362749099731, 'negative': 0.027327656745910645, 'neutral': 0.9615418910980225}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,ttyimq7ZXMXi6pYYn,def 101 and 102,2021-03-26T19:23:49.260Z,def 101 and 102,4,15,1,"{'positive': 0.04251868650317192, 'negative': 0.014689925126731396, 'neutral': 0.9427912831306458}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,yr9rWwYMescvdCpfk,61 score for a is ok i think,2021-03-26T19:23:53.951Z,61 score for a is ok i think,8,28,1,"{'positive': 0.6975069642066956, 'negative': 0.002959214150905609, 'neutral': 0.2995338439941406}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,TLEBCgSbRoHfE4tGx,this is where it gets tricky,2021-03-26T19:24:12.621Z,this is where it gets tricky,6,28,1,"{'positive': 0.018679771572351456, 'negative': 0.2312539517879486, 'neutral': 0.7500662803649902}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,DK7HHLq5YwkaKGA8n,yesss,2021-03-26T19:24:31.060Z,yesss,1,5,1,"{'positive': 0.7737600207328796, 'negative': 0.007662536576390266, 'neutral': 0.21857747435569763}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,ttyimq7ZXMXi6pYYn,i honestly feel like to make this work we need to have one person moving the pieces,2021-03-26T19:24:33.695Z,"i honestly feel like to make this work, we need to have one person moving the pieces",17,83,1,"{'positive': 0.016503402963280678, 'negative': 0.08682066947221756, 'neutral': 0.8966759443283081}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,TLEBCgSbRoHfE4tGx,success,2021-03-26T19:24:34.980Z,success,1,7,1,"{'positive': 0.8269472718238831, 'negative': 0.005229675676673651, 'neutral': 0.16782307624816895}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,yr9rWwYMescvdCpfk,very nice,2021-03-26T19:24:56.988Z,very nice,2,9,1,"{'positive': 0.9560346007347107, 'negative': 0.00346329715102911, 'neutral': 0.040502067655324936}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,DK7HHLq5YwkaKGA8n,come on pink waitng on you,2021-03-26T19:24:58.335Z,come on pink waitng on you,6,26,1,"{'positive': 0.47948071360588074, 'negative': 0.0032250788062810898, 'neutral': 0.51729416847229}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,XuEZt85NQdKLzPAH2,each person gets a minute to work on it and move the pieces,2021-03-26T19:25:04.068Z,each person gets a minute to work on it and move the pieces,13,59,1,"{'positive': 0.02680363692343235, 'negative': 0.01142908725887537, 'neutral': 0.9617673754692078}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,DK7HHLq5YwkaKGA8n,we are done pink,2021-03-26T19:25:10.789Z,we are done pink,4,16,1,"{'positive': 0.041905660182237625, 'negative': 0.00996313989162445, 'neutral': 0.9481312036514282}"
96FE5fMgcL7iXjsL6,1,Mixed,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],561.0,365.0,1.536986301369863,DK7HHLq5YwkaKGA8n,asll set,2021-03-26T19:25:13.565Z,asll set,2,8,1,"{'positive': 0.05655382573604584, 'negative': 0.02312629483640194, 'neutral': 0.9203199744224548}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,alright what can we do with h,2021-03-26T19:16:44.542Z,alright what can we do with h,7,29,1,"{'positive': 0.015646295621991158, 'negative': 0.012343373149633408, 'neutral': 0.9720103740692139}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,seems good,2021-03-26T19:16:45.361Z,seems good,2,10,1,"{'positive': 0.9651764035224915, 'negative': 0.0024027545005083084, 'neutral': 0.0324208065867424}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,its got the biggest room to improve,2021-03-26T19:16:51.037Z,its got the biggest room to improve,7,35,1,"{'positive': 0.9319119453430176, 'negative': 0.002381429774686694, 'neutral': 0.06570665538311005}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,yeah i mean he cant do 104 can he,2021-03-26T19:16:55.570Z,yeah i mean he cant do 104 can he?,9,33,1,"{'positive': 0.008804867044091225, 'negative': 0.4857249855995178, 'neutral': 0.5054700970649719}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,yeah 101 works,2021-03-26T19:17:00.408Z,yeah 101 works,3,14,1,"{'positive': 0.8990411758422852, 'negative': 0.003383002243936062, 'neutral': 0.097575843334198}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,boom great h move,2021-03-26T19:17:04.219Z,boom great h move!,4,17,1,"{'positive': 0.9790070056915283, 'negative': 0.00220235507003963, 'neutral': 0.01879066787660122}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,ty blue,2021-03-26T19:17:16.657Z,ty blue,2,7,1,"{'positive': 0.10438592731952667, 'negative': 0.0074109239503741264, 'neutral': 0.8882031440734863}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,nice b move,2021-03-26T19:17:18.497Z,nice b move,3,11,1,"{'positive': 0.8891276121139526, 'negative': 0.003466941649094224, 'neutral': 0.10740545392036438}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,je5u6gvciokRWcenq,moving b to 106 helped,2021-03-26T19:17:28.095Z,moving b to 106 helped,5,22,1,"{'positive': 0.7684789896011353, 'negative': 0.0022093032021075487, 'neutral': 0.22931170463562012}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,nvm on that one,2021-03-26T19:17:54.651Z,nvm on that one,4,15,1,"{'positive': 0.02427010051906109, 'negative': 0.01813472807407379, 'neutral': 0.9575951099395752}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,TncgSLqfHcraERZkk,stick with this,2021-03-26T19:17:59.940Z,stick with this,3,15,1,"{'positive': 0.053845155984163284, 'negative': 0.030311770737171173, 'neutral': 0.9158430695533752}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,can we move b to 0,2021-03-26T19:18:00.758Z,can we move b to `0`?,6,18,1,"{'positive': 0.01601506769657135, 'negative': 0.016630886122584343, 'neutral': 0.9673540592193604}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,101,2021-03-26T19:18:02.553Z,101*,1,3,1,"{'positive': 0.0911002904176712, 'negative': 0.03857600688934326, 'neutral': 0.8703237771987915}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,je5u6gvciokRWcenq,how can we get c to105,2021-03-26T19:18:11.471Z,how can we get c to105?,6,22,1,"{'positive': 0.01528400182723999, 'negative': 0.012806360609829426, 'neutral': 0.9719097018241882}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,wed have to move a to 102 if we move b,2021-03-26T19:18:19.074Z,we'd have to move a to 102 if we move b,11,38,1,"{'positive': 0.010148835368454456, 'negative': 0.027280660346150398, 'neutral': 0.9625705480575562}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,mPSSuKRCFx7xhiB5N,no b and a have to be neighbors,2021-03-26T19:18:26.514Z,"no, b and a have to be neighbors",8,31,1,"{'positive': 0.009939734824001789, 'negative': 0.06577688455581665, 'neutral': 0.9242833256721497}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,well 102 isnt much of a difference,2021-03-26T19:18:40.274Z,"well, 102 isn't much of a difference",7,34,1,"{'positive': 0.013979409821331501, 'negative': 0.24160239100456238, 'neutral': 0.7444182634353638}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,wed lose a few pooitn moving a but get more with b in 101      but may break a rule,2021-03-26T19:18:54.469Z,we'd lose a few pooitn moving a but get more with b in 101   -   but may break a rule,19,83,1,"{'positive': 0.008398283272981644, 'negative': 0.14833995699882507, 'neutral': 0.84326171875}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,oh no youre right,2021-03-26T19:18:56.976Z,oh no youre right,4,17,1,"{'positive': 0.6593907475471497, 'negative': 0.009794819168746471, 'neutral': 0.3308144211769104}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,net loss,2021-03-26T19:18:57.907Z,net loss,2,8,1,"{'positive': 0.0091343829408288, 'negative': 0.7235032320022583, 'neutral': 0.26736241579055786}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,im satisfied,2021-03-26T19:19:20.904Z,im satisfied,2,12,1,"{'positive': 0.9699582457542419, 'negative': 0.0029584167059510946, 'neutral': 0.02708333171904087}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,R9fQR4heHtpAWee5M,all good turquiose,2021-03-26T19:19:25.933Z,all good? turquiose?,3,18,1,"{'positive': 0.8875119090080261, 'negative': 0.0017359685152769089, 'neutral': 0.11075214296579361}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,ya i dont see any obvious improvements,2021-03-26T19:19:27.877Z,ya i dont see any obvious improvements,7,38,1,"{'positive': 0.0037535110022872686, 'negative': 0.9403204321861267, 'neutral': 0.05592604726552963}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,P5pzPAx34xjvYtK53,turquoise,2021-03-26T19:19:49.115Z,turquoise?,1,9,1,"{'positive': 0.09166042506694794, 'negative': 0.047142114490270615, 'neutral': 0.8611975312232971}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,P5pzPAx34xjvYtK53,all good,2021-03-26T19:19:54.430Z,all good?,2,8,1,"{'positive': 0.9091530442237854, 'negative': 0.003507598303258419, 'neutral': 0.08733930438756943}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,wait,2021-03-26T19:20:16.830Z,wait,1,4,1,"{'positive': 0.04785577952861786, 'negative': 0.06330787390470505, 'neutral': 0.8888363242149353}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,je5u6gvciokRWcenq,g and f arent in best rooms,2021-03-26T19:20:27.645Z,g and f aren't in best rooms,7,27,1,"{'positive': 0.006294394377619028, 'negative': 0.798785388469696, 'neutral': 0.1949201226234436}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,f to 104 any rule breaks,2021-03-26T19:20:28.332Z,f to 104....? any rule breaks?,6,24,1,"{'positive': 0.010180611163377762, 'negative': 0.16786831617355347, 'neutral': 0.8219510316848755}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,aight that improved our score,2021-03-26T19:20:54.001Z,aight that improved our score,5,29,1,"{'positive': 0.9343910813331604, 'negative': 0.002544015645980835, 'neutral': 0.06306496262550354}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,je5u6gvciokRWcenq,see 20 right there,2021-03-26T19:20:55.381Z,"see, 20 right there",4,18,1,"{'positive': 0.055875811725854874, 'negative': 0.02113824151456356, 'neutral': 0.9229859709739685}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,TncgSLqfHcraERZkk,great,2021-03-26T19:20:58.797Z,great,1,5,1,"{'positive': 0.9404545426368713, 'negative': 0.006185012403875589, 'neutral': 0.0533604621887207}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,dang yall are good at this,2021-03-26T19:21:03.947Z,"dang, ya'll are good at this",6,26,1,"{'positive': 0.8483995199203491, 'negative': 0.02364417165517807, 'neutral': 0.1279563456773758}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,psY22ZaxXFqZY2oRH,nice,2021-03-26T19:21:07.297Z,nice,1,4,1,"{'positive': 0.6860302090644836, 'negative': 0.007688414305448532, 'neutral': 0.3062813878059387}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,je5u6gvciokRWcenq,match up the players with the best rooms for them,2021-03-26T19:21:13.772Z,match up the players with the best rooms for them,10,49,1,"{'positive': 0.39885446429252625, 'negative': 0.0029416210018098354, 'neutral': 0.5982039570808411}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,Y99M6mBxPjuNfbHvB,nice call,2021-03-26T19:21:19.782Z,nice call,2,9,1,"{'positive': 0.9050907492637634, 'negative': 0.00434091268107295, 'neutral': 0.09056834131479263}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,P5pzPAx34xjvYtK53,thanks,2021-03-26T19:21:25.876Z,thanks,1,6,1,"{'positive': 0.34628862142562866, 'negative': 0.03379637002944946, 'neutral': 0.6199150085449219}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,i dont see anything else that wouldnt cause a cascade of moves,2021-03-26T19:21:48.164Z,i dont see anything else that wouldnt cause a cascade of moves,12,62,1,"{'positive': 0.009038319811224937, 'negative': 0.3790559470653534, 'neutral': 0.6119058132171631}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,je5u6gvciokRWcenq,if we got b into 101 somehow that would be a big jump,2021-03-26T19:21:50.571Z,if we got b into 101 somehow that would be a big jump,13,53,1,"{'positive': 0.2961421608924866, 'negative': 0.009888309985399246, 'neutral': 0.6939694881439209}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,mPSSuKRCFx7xhiB5N,that would require moving the entire board again,2021-03-26T19:22:10.651Z,that would require moving the entire board again,8,48,1,"{'positive': 0.010558899492025375, 'negative': 0.29113295674324036, 'neutral': 0.6983081102371216}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,ya i thought about b but then a is in room 102 which makes us have to move g,2021-03-26T19:22:13.868Z,"ya i thought about b, but then a is in room 102 which makes us have to move g",19,76,1,"{'positive': 0.00896520260721445, 'negative': 0.05829337611794472, 'neutral': 0.9327414035797119}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,its a net lo i think,2021-03-26T19:22:19.496Z,its a net lo i think,6,20,1,"{'positive': 0.017322231084108353, 'negative': 0.01374950259923935, 'neutral': 0.9689282774925232}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,eW5sxeXya5kiDAvaR,like 70 poinds loss that way,2021-03-26T19:22:34.282Z,like 70 poinds loss that way,6,28,1,"{'positive': 0.0034753531217575073, 'negative': 0.9151657819747925, 'neutral': 0.081358902156353}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,ya i think this is good with the rules,2021-03-26T19:22:50.782Z,ya i think this is good with the rules,9,38,1,"{'positive': 0.947655975818634, 'negative': 0.001667603151872754, 'neutral': 0.05067640170454979}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,psY22ZaxXFqZY2oRH,we might not be able to get them all in the highest scoring rooms,2021-03-26T19:23:13.890Z,we might not be able to get them all in the highest scoring rooms,14,65,1,"{'positive': 0.009591851383447647, 'negative': 0.43149662017822266, 'neutral': 0.5589115619659424}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,je5u6gvciokRWcenq,c and d can go up but it seems negligible,2021-03-26T19:23:14.507Z,c and d can go up but it seems negligible,10,41,1,"{'positive': 0.012721048668026924, 'negative': 0.15647076070308685, 'neutral': 0.8308082818984985}"
e4jfhkZN3Zw5b7bmh,1,Low,High,High,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],672.0,483.0,1.391304347826087,33hCwra42QKRtLthM,agreed,2021-03-26T19:23:33.168Z,agreed,1,6,1,"{'positive': 0.6203147768974304, 'negative': 0.00885368324816227, 'neutral': 0.37083154916763306}"
